,13:16:08,2000,3
,13:16:19,2000,3
,13:16:29,2000,3
,13:16:39,2000,3
,13:16:49,2000,3
,13:17:00,2000,3
,13:17:10,2000,163
,13:17:20,134430,155
,13:17:31,134430,232
,13:17:41,279462,291
,13:17:51,460533,277
,13:18:03,460533,362
,13:18:13,689195,790
,13:18:24,1396827,1036
,13:18:35,2116539,981
,13:18:47,2116539,1204
,13:18:58,2832466,1274
,13:19:10,3558971,1261
,13:19:21,4107927,1200
,13:19:33,4107927,1199
,13:19:44,4663370,1196
,13:19:55,5254337,1240
,13:20:07,5864607,1236
,13:20:19,6452637,1174
,13:20:30,6452637,1173
,13:20:42,7038721,1167
,13:20:52,7627001,1168
,13:21:04,8242872,1105
,13:21:17,8242872,1160
,13:21:29,8824288,1157
,13:21:41,9422383,1191
,13:21:53,10031793,1190
,13:22:03,10640131,1126
,13:22:13,10640131,1072
,13:22:23,10683644,1013
,13:22:33,10683644,954
,13:22:44,10683644,893
,13:22:54,10683644,834
,13:23:04,10683644,776
,13:23:14,10683644,716
,13:23:25,10683644,654
,13:23:35,10683644,589
,13:23:45,10683644,530
,13:23:55,10683644,477
,13:24:06,10683644,429
,13:24:16,10683644,386
,13:24:26,10683644,347
,13:24:36,10683644,312
,13:24:47,10683644,281
,13:24:57,10683644,253
,13:25:07,10683644,228
,13:25:17,10683644,205
,13:25:28,10683644,184
,13:25:38,10683644,165
,13:25:48,10683644,148
,13:25:58,10683644,133
,13:26:09,10683644,120
,13:26:19,10683644,108
,13:26:29,10683644,97
,13:26:39,10683644,87
,13:26:49,10683644,78
,13:27:00,10683644,70
,13:27:10,10683644,63
,13:27:20,10683644,57
,13:27:30,10683644,51
,13:27:41,10683644,46
,13:27:51,10683644,41
,13:28:01,10683644,37
,13:28:11,10683644,33
,13:28:22,10683644,30
,13:28:32,10683644,27
,13:28:42,10683644,24
,13:28:52,10683644,21
,13:29:03,10683644,19
,13:29:13,10683644,17
,13:29:23,10683644,15
,13:29:33,10683644,13
,13:29:44,10683644,12
,13:29:54,10683644,11
,13:30:04,10683644,10
,13:30:14,10683644,9
,13:30:24,10683644,8
,13:30:35,10683644,7
,13:30:45,10683644,6
,13:30:55,10683644,5
,13:31:05,10683644,4
,13:31:16,10683644,3
,13:31:26,10683644,3
,13:31:36,10683644,3
